Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Jeremy Kivel,Reds,0,0,5.92,0,1,0,1,1,1,0,1,1,1.91,7.37,8.13,6.27,0,0,999,sa658152
Ryan Longstreth,Tigers,0,0,6.24,0,0,0,1,1,1,0,1,1,1.73,4.85,4.95,6.27,0,0,999,sa658975
Kieran Lovegrove,Indians,0,0,6.1,0,1,0,1,1,1,0,1,1,1.79,5.84,6.11,6.27,0,0,999,sa657950
Bladimir Matos,Braves,0,0,6.1,0,1,0,1,1,1,0,1,1,1.86,6.78,7.23,6.27,0,0,999,sa877507
Milton Gomez,Brewers,0,0,6.31,0,0,0,1,1,1,0,1,1,1.85,5.01,5.93,6.27,0,0,999,sa597280
Michael Suarez,Mariners,0,0,6.02,0,0,0,1,1,1,0,1,1,1.77,5.14,5.73,6.27,0,0,999,sa735869
James Lomangino,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.8,5.7,5.99,6.27,0,0,999,sa621661
Alberto Guerrero,Marlins,0,0,6.13,0,0,0,1,1,1,0,1,1,1.85,4.88,6.38,6.27,0,0,999,sa872514
Gaither Bumgardner,,0,0,6.13,0,1,0,1,1,1,0,1,1,1.86,6.08,6.8,6.27,0,0,999,sa738264
Nate Bertness,Angels,0,0,5.85,0,0,0,1,1,1,0,1,1,1.64,5.24,4.85,6.27,0,0,999,sa875697
Carlos De Leon,,0,0,6.09,0,1,0,1,1,1,0,1,1,1.84,5.9,6.64,6.27,0,0,999,sa916092
Rob Huber,Athletics,0,0,6.17,0,1,0,1,1,1,0,1,1,1.8,5.91,6.31,6.28,0,0,999,sa829419
Drew Strotman,Rays,0,0,6.12,0,0,0,1,1,1,0,1,1,1.79,4.6,5.61,6.28,0,0,999,sa3004584
Blake Taylor,Mets,0,0,5.95,0,0,0,1,1,1,0,1,1,1.85,5.44,6.74,6.28,0,0,999,sa737558
Daniel Sanchez,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.76,5.25,5.37,6.28,0,0,999,sa3000800
Ruben Vicente,,0,0,6.17,0,1,0,1,1,1,0,1,1,1.79,4.88,5.59,6.28,0,0,999,sa244124
Drasen Johnson,Rockies,0,0,6.51,0,0,0,1,1,1,0,0,1,1.78,4.48,4.72,6.28,0,0,999,sa875807
Tom de Blok,Tigers,0,0,6.35,0,0,0,1,1,1,0,1,0,1.69,5.22,4.49,6.28,0,0,999,sa971762
Amilcar Gaxiola,,0,0,6.11,0,0,0,1,1,1,0,0,1,1.74,4.17,4.92,6.28,0,0,999,sa510464
Ryan Clark,Angels,0,0,6.04,0,0,0,1,1,1,0,1,0,1.62,4.85,4.28,6.28,0,0,999,sa875057
Carlos Hernandez,Mariners,0,0,6.07,0,1,0,1,1,1,0,1,1,1.76,5.7,5.81,6.28,0,0,999,sa828356
Levi MaVorhis,Cardinals,0,0,6.23,0,1,0,1,1,1,0,1,1,1.83,5.07,6.08,6.28,0,0,999,sa856277
Tyler Wells,Twins,0,0,6.23,0,0,0,1,1,1,0,1,1,1.67,6.03,5.01,6.28,0,0,999,sa918346
Elvin Liriano,,0,0,5.99,0,1,0,1,1,1,0,1,1,1.82,6.39,6.71,6.29,0,0,999,sa597228
Clinton Hollon,,0,0,6.29,0,0,0,1,1,1,0,1,1,1.75,5.21,5.26,6.29,0,0,999,sa737544
Cruz Guevara,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.88,5.84,7.1,6.29,0,0,999,sa597626
Jorge Alcala,Astros,0,0,6.23,0,0,0,1,1,1,0,1,1,1.71,5.9,5.32,6.29,0,0,999,sa873325
Daniel Concepcion,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.77,5.24,5.62,6.29,0,0,999,sa875591
Collin Snider,Royals,0,0,6.21,0,1,0,1,1,1,0,1,1,1.82,4.81,5.94,6.29,0,0,999,sa3004093
Mac Marshall,Giants,0,0,5.7,0,1,0,1,1,1,0,1,1,1.97,6.93,8.86,6.29,0,0,999,sa829246
Aldo Montes,,0,0,6.26,0,0,0,1,1,1,0,1,1,1.73,4.7,4.88,6.29,0,0,999,sa547921
Andrew Jordan,Reds,0,0,6.19,0,0,0,1,1,1,0,1,1,1.69,5.8,5.04,6.29,0,0,999,sa875613
Mikey York,Rays,0,0,6.14,0,0,0,1,1,1,0,1,1,1.67,5.07,4.68,6.29,0,0,999,sa918008
Daniel Tillo,Royals,0,0,6.16,0,0,0,1,1,1,0,0,1,1.86,3.91,5.96,6.29,0,0,999,sa876284
Paul Balestrieri,Cardinals,0,0,6.26,0,0,0,1,1,1,0,0,1,1.88,4.5,6.23,6.29,0,0,999,sa915714
Jesus Vargas,Dodgers,0,0,6.08,0,0,0,1,1,1,0,1,1,1.77,4.54,5.45,6.29,0,0,999,sa877526
Francisco Carrillo,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.8,5.63,5.98,6.29,0,0,999,sa659553
Aaron Cressley,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.81,5.93,6.28,6.29,0,0,999,sa829400
Wes Torrez,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.74,5.23,5.29,6.29,0,0,999,sa914205
Gunnar Kines,,0,0,6.12,0,0,0,1,1,1,0,1,1,1.71,5.3,5.11,6.29,0,0,999,sa876241
Patrick McGuff,Twins,0,0,6.19,0,1,0,1,1,1,0,1,1,1.81,5.97,6.3,6.29,0,0,999,sa918916
Tyler Linehan,,0,0,5.98,0,1,0,1,1,1,0,1,1,1.9,5.61,7.11,6.29,0,0,999,sa549132
Joan Martinez,Red Sox,0,0,6.18,0,1,0,1,1,1,0,1,1,1.82,5.75,6.44,6.29,0,0,999,sa917483
Javier Palacios,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.73,4.73,4.89,6.29,0,0,999,sa597688
Matthew Wynne,Royals,0,0,6.23,0,1,0,1,1,1,0,0,1,1.82,4.4,5.72,6.29,0,0,999,sa920101
Darwinzon Hernandez,Red Sox,0,0,6.06,0,0,0,1,1,1,0,1,1,1.83,5.9,6.72,6.3,0,0,999,sa828318
Ryan Colegate,Indians,0,0,6.13,0,1,0,1,1,1,0,1,1,1.79,4.74,5.67,6.3,0,0,999,sa876263
Eury Sanchez,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.82,6.36,6.69,6.3,0,0,999,sa657489
Matt Milroy,Rangers,0,0,6.13,0,1,0,1,1,1,0,1,1,1.9,7.15,7.68,6.3,0,0,999,sa503072
Johan Belisario,Tigers,0,0,6.19,0,1,0,1,1,1,0,1,1,1.77,6.27,6.05,6.3,0,0,999,sa546553
Alex Luna,,0,0,6.28,0,0,0,1,1,1,0,0,1,1.77,4.31,5.1,6.3,0,0,999,sa875276
Matt Taylor,Orioles,0,0,6.15,0,0,0,1,1,1,0,1,1,1.78,4.94,5.38,6.3,0,0,999,sa503776
Blake Cederlind,Pirates,0,0,6.42,0,0,0,1,1,1,0,1,1,1.88,5.55,6.44,6.3,0,0,999,sa875318
Yordys Alejo,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.83,5.47,6.2,6.3,0,0,999,sa599357
Jose Diaz,,0,0,6.35,0,0,0,1,1,1,0,1,1,1.74,4.75,4.83,6.3,0,0,999,sa657137
Jose Castro,,0,0,6.17,0,1,0,1,1,1,0,1,1,1.77,6.04,5.98,6.3,0,0,999,sa921351
Ricardo Smith,Reds,0,0,6.17,0,0,0,1,1,1,0,1,1,1.78,5.23,5.63,6.3,0,0,999,sa872465
Andres Sotillet,Royals,0,0,6.35,0,0,0,1,1,1,0,0,1,1.79,3.48,4.95,6.31,0,0,999,sa917861
Emmanuel Clase,Padres,0,0,6.17,0,0,0,1,1,1,0,1,1,1.85,5.39,6.53,6.31,0,0,999,sa873427
Tanner Mendonca,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.91,6.67,7.72,6.31,0,0,999,sa738143
Xavier Altamirano,Athletics,0,0,6.34,0,0,0,1,1,1,0,1,1,1.69,4.79,4.59,6.31,0,0,999,sa875865
Kendry Melo,Giants,0,0,5.98,0,1,0,1,1,1,0,1,1,1.91,6.24,7.81,6.31,0,0,999,sa830425
Juan Torres,Diamondbacks,0,0,6.2,0,1,0,1,1,1,0,1,1,1.93,6.02,7.53,6.31,0,0,999,sa659946
Luis Ortega,,0,0,6.14,0,0,0,1,1,1,0,1,1,1.82,5.4,6.11,6.31,0,0,999,sa657901
Yosmer Solorzano,White Sox,0,0,6.2,0,0,0,1,1,1,0,1,1,1.75,4.71,5.12,6.31,0,0,999,sa877527
Kaleb Fontenot,Rangers,0,0,6.25,0,1,0,1,1,1,0,1,1,1.81,6.2,6.24,6.31,0,0,999,sa918472
Jonathan Hernandez,Rangers,0,1,6.39,2,2,0,9,11,7,2,6,6,1.79,5.42,5.63,6.31,-0.1,-0.1,999,sa737482
Matt Vogel,Rays,0,0,6.01,0,1,0,1,1,1,0,1,1,1.84,6.68,7.19,6.31,0,0,999,sa738652
Ethan Westphal,,0,0,6.15,0,1,0,1,1,1,0,1,1,1.86,5.34,6.51,6.31,0,0,999,sa922393
Remey Reed,Marlins,0,0,6.25,0,0,0,1,1,1,0,1,1,1.79,5.04,5.78,6.31,0,0,999,sa918085
Kevin Escorcia,White Sox,0,0,5.9,0,1,0,1,1,1,0,1,1,1.91,6.74,7.79,6.31,0,0,999,sa737256
Tyler Bolton,,0,0,6.33,0,0,0,1,1,1,0,0,1,1.78,4.37,5.13,6.32,0,0,999,sa829642
Lucas Humpal,Orioles,0,0,6.32,0,0,0,1,1,1,0,0,0,1.73,4.19,4.38,6.32,0,0,999,sa876296
Adam Whitt,Astros,0,0,6.13,0,1,0,1,1,1,0,1,1,1.82,5.51,6.24,6.32,0,0,999,sa857575
Chris Pike,Rays,0,0,6.13,0,0,0,1,1,1,0,1,0,1.61,4.63,4.02,6.32,0,0,999,sa829177
Brent Jones,,0,0,6.3,0,0,0,1,1,1,0,1,1,1.74,4.87,5.04,6.32,0,0,999,sa828874
Juan Grijalva,,0,0,6.23,0,0,0,1,1,1,0,1,1,1.66,5.11,4.52,6.32,0,0,999,sa728943
Tayler Saucedo,Blue Jays,0,0,6.14,0,0,0,1,1,1,0,1,1,1.76,4.79,5.42,6.32,0,0,999,sa875298
Jordan Hillyer,,0,0,6.16,0,1,0,1,1,1,0,1,1,1.87,6.57,7.14,6.32,0,0,999,sa658507
Juan Paula,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.87,5.17,6.51,6.33,0,0,999,sa827469
Andrew Gutierrez,,0,0,6.28,0,0,0,1,1,1,0,1,1,1.82,5.07,5.93,6.33,0,0,999,sa3002587
Sergio Mora,,0,0,6.35,0,0,0,1,1,1,0,1,0,1.7,4.66,4.42,6.33,0,0,999,sa509473
Luis Ramirez,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.91,5.41,7.09,6.33,0,0,999,sa833925
Harold Guerrero,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.87,6.61,7.3,6.33,0,0,999,sa506060
Jonathan Hennigan,Phillies,0,0,5.98,0,1,0,1,1,1,0,1,1,1.84,7.49,7.35,6.33,0,0,999,sa918447
Juan Perez,Red Sox,0,0,6.39,0,0,0,1,1,1,0,0,1,1.81,4.04,5.41,6.33,0,0,999,sa917379
Carlos Herrera,Brewers,0,0,6.39,0,0,0,1,1,1,0,1,1,1.74,5.59,5.19,6.33,0,0,999,sa873309
Sebastian Vader,Orioles,0,0,6.34,0,0,0,1,1,1,0,1,1,1.71,4.85,4.55,6.33,0,0,999,sa549374
Hobie Harris,Yankees,0,0,6.07,0,1,0,1,1,1,0,1,1,1.75,6.66,6.08,6.33,0,0,999,sa876068
Peter Bayer,Rays,0,0,6.09,0,1,0,1,1,1,0,1,1,1.82,7.04,7.11,6.34,0,0,999,sa918152
Roberth Fernandez,,0,0,6.19,0,0,0,1,1,1,0,1,1,1.8,5.01,5.73,6.34,0,0,999,sa737221
Alex Schick,Twins,0,0,6.39,0,0,0,1,1,1,0,1,1,1.73,4.95,4.87,6.34,0,0,999,sa738140
Cristian Castillo,Royals,0,0,6.18,0,0,0,1,1,1,0,1,0,1.64,4.67,4.3,6.34,0,0,999,sa872742
Jared Cheek,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.81,5.86,6.16,6.34,0,0,999,sa875288
Casey Brown,Phillies,0,0,6.04,0,1,0,1,1,1,0,1,1,1.83,5.66,6.33,6.34,0,0,999,sa3002598
Mike Bunal,Rockies,0,0,6.4,0,1,0,1,1,1,0,1,1,1.92,6.07,7.03,6.34,0,0,999,sa918362
Matthew Grimes,Orioles,0,0,6.31,0,0,0,1,1,1,0,1,0,1.61,5.01,3.66,6.34,0,0,999,sa548289
Javier Solano,,0,0,6.22,0,0,0,1,1,1,0,0,0,1.57,4.24,3.2,6.34,0,0,999,sa455650
Peter Fairbanks,Rangers,0,0,6.36,0,1,0,1,1,1,0,1,1,1.79,5.19,5.57,6.34,0,0,999,sa827454
Sam Hentges,Indians,0,0,6.14,0,0,0,1,1,1,0,1,1,1.8,5.82,6.28,6.34,0,0,999,sa828881
Alex Bisacca,Yankees,0,0,6.13,0,1,0,1,1,1,0,1,1,1.81,5.6,6.04,6.34,0,0,999,sa876208
Michael Matuella,Rangers,0,0,6.44,0,0,0,1,1,1,0,1,1,1.79,4.6,5.15,6.34,0,0,999,sa827490
Tyler Keele,Diamondbacks,0,0,6.41,0,0,0,1,1,1,0,1,1,1.8,5.38,5.89,6.35,0,0,999,sa918336
Jesus Linares,,0,0,6.27,0,0,0,1,1,1,0,1,1,1.83,4.79,5.99,6.35,0,0,999,sa832333
Jose Chacin,Dodgers,0,0,6.11,0,0,0,1,1,1,0,1,1,1.77,4.99,5.72,6.35,0,0,999,sa917323
Argenis Rodriguez,Rangers,0,0,6.35,0,1,0,1,1,1,0,1,1,1.82,5.06,5.73,6.35,0,0,999,sa737483
Clark Beeker,Twins,0,0,6.36,0,0,0,1,1,1,0,0,0,1.62,4.22,3.51,6.35,0,0,999,sa918889
Alex Gouin,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.76,4.68,5.03,6.35,0,0,999,sa921980
Rene Coss,,0,0,6.19,0,1,0,1,1,1,0,1,1,1.82,5.21,6.13,6.35,0,0,999,sa509041
Manuel Rondon,Cubs,0,0,6.04,0,0,0,1,1,1,0,1,1,1.84,5.6,6.68,6.35,0,0,999,sa737083
Miguel Figueroa,Giants,0,0,6.23,0,0,0,1,1,1,0,0,1,1.85,4.38,6.28,6.36,0,0,999,sa916836
Zac Lowther,Orioles,0,0,6.24,0,0,0,1,1,1,0,1,1,1.78,5.46,5.67,6.36,0,0,999,sa915645
Luis Madero,Angels,0,0,6.13,0,0,0,1,1,1,0,0,1,1.71,4.33,4.91,6.36,0,0,999,sa828288
Robbie Dickey,Nationals,0,0,6.13,0,1,0,1,1,1,0,1,1,1.93,6.58,7.83,6.36,0,0,999,sa828877
Daniel Flores,,0,0,6.33,0,0,0,1,1,1,0,1,1,1.83,5.25,6.09,6.36,0,0,999,sa977180
Luis Ledo,White Sox,0,0,6.19,0,1,0,1,1,1,0,1,1,1.83,5.5,6.25,6.36,0,0,999,sa740812
Conor Fisk,Blue Jays,0,0,6.34,0,0,0,1,1,1,0,1,0,1.6,4.76,3.63,6.36,0,0,999,sa549950
Rogelio Martinez,,0,0,6.34,0,0,0,1,1,1,0,1,1,1.71,4.76,4.68,6.37,0,0,999,sa651344
Anthony Marzi,Twins,0,0,6.33,0,0,0,1,1,1,0,1,1,1.71,4.74,4.61,6.37,0,0,999,sa884740
Daniel McGrath,Red Sox,0,0,6.11,0,0,0,1,1,1,0,1,1,1.74,5.92,5.92,6.37,0,0,999,sa739598
Sam Long,Rays,0,0,5.92,0,1,0,1,1,1,0,1,1,1.89,5.88,7.38,6.37,0,0,999,sa918455
Brad Salgado,,0,0,6.22,0,1,0,1,1,1,0,1,1,1.81,5.24,6.01,6.37,0,0,999,sa550067
Gerson Garabito,Royals,0,0,6.38,0,0,0,1,1,1,0,1,1,1.73,4.86,5.11,6.37,0,0,999,sa737361
Jorge Soto,,0,0,6.28,0,1,0,1,1,1,0,1,1,1.76,5.32,5.44,6.37,0,0,999,sa654490
Oscar Rivera,,0,0,6.14,0,0,0,1,1,1,0,0,0,1.63,4.31,3.99,6.37,0,0,999,sa377670
Ljay Newsome,Mariners,0,0,6.25,0,0,0,1,1,1,0,1,0,1.58,4.97,3.57,6.37,0,0,999,sa875837
Luis Cedeno,Yankees,0,0,6.14,0,1,0,1,1,1,0,1,1,1.74,5.92,5.55,6.37,0,0,999,sa659945
Porter Clayton,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.86,4.93,6.42,6.37,0,0,999,sa829286
Reid Anderson,Rangers,0,0,6.42,0,0,0,1,1,1,0,0,1,1.89,4.3,6.04,6.37,0,0,999,sa918378
Aaron Fossas,Reds,0,0,6.24,0,1,0,1,1,1,0,1,1,1.77,5.95,5.86,6.38,0,0,999,sa919827
Jose Marte,Giants,0,0,6.23,0,0,0,1,1,1,0,1,1,1.9,4.74,6.86,6.38,0,0,999,sa917458
Oswaldo Pacheco,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.78,6.02,6.05,6.38,0,0,999,sa652415
Weilly Yan,Giants,0,0,6.11,0,1,0,1,1,1,0,1,1,1.94,5.86,7.87,6.38,0,0,999,sa828195
Brady Anderson,Twins,0,0,6.39,0,0,0,1,1,1,0,0,0,1.65,3.85,3.59,6.38,0,0,999,sa920186
Sergio Cubilete,Pirates,0,0,6.5,0,0,0,1,1,1,0,0,1,1.89,4.41,6.01,6.38,0,0,999,sa917366
Moises Nova,Reds,0,0,6.14,0,1,0,1,1,1,0,1,1,1.84,6.86,7.08,6.38,0,0,999,sa873434
Jared Robinson,Indians,0,0,6.23,0,1,0,1,1,1,0,1,1,1.74,4.58,5.05,6.38,0,0,999,sa829022
Skylar Hunter,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.82,5.41,6.13,6.38,0,0,999,sa857608
Zach Plesac,Indians,0,0,6.33,0,0,0,1,1,1,0,1,1,1.71,5.2,4.94,6.38,0,0,999,sa873700
Jovany Lopez,,0,0,6.13,0,1,0,1,1,1,0,1,1,1.81,6.09,6.44,6.38,0,0,999,sa504961
Jordan Desguin,Brewers,0,0,6.39,0,0,0,1,1,1,0,1,1,1.71,5.57,4.91,6.39,0,0,999,sa876259
Austin Nicely,,0,0,6.18,0,0,0,1,1,1,0,0,1,1.81,4.44,5.73,6.39,0,0,999,sa737850
Erick Algarin,Indians,0,0,6.22,0,1,0,1,1,1,0,1,1,1.79,6.71,6.51,6.39,0,0,999,sa737062
Luis Angel Daniel,,0,0,6.29,0,1,0,1,1,1,0,1,1,1.78,4.79,5.41,6.39,0,0,999,sa509419
Delvin Capellan,Royals,0,0,6.38,0,0,0,1,1,1,0,0,1,1.77,4.24,5.21,6.39,0,0,999,sa3002996
Julian Arballo,,0,0,6.33,0,0,0,1,1,1,0,1,1,1.8,4.72,5.56,6.39,0,0,999,sa504009
Matt Imhof,Phillies,0,0,6.13,0,0,0,1,1,1,0,1,1,1.8,6.76,6.59,6.39,0,0,999,sa828688
Orlandy Navarro,Dodgers,0,0,6.16,0,0,0,1,1,1,0,1,1,1.81,4.98,6.05,6.39,0,0,999,sa917830
Brandon McNitt,Astros,0,0,6.44,0,0,0,1,1,1,0,1,1,1.77,4.88,5.17,6.39,0,0,999,sa708439
Zach Morris,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.87,5.51,6.88,6.39,0,0,999,sa856278
Aneury Osoria,,0,0,6.22,0,1,0,1,1,1,0,1,1,1.86,6.17,6.95,6.39,0,0,999,sa657919
Williams Ramirez,Twins,0,0,6.23,0,1,0,1,1,1,0,1,1,1.83,6.98,6.98,6.39,0,0,999,sa739056
C.K. Irby,,0,0,6.24,0,1,0,1,1,1,0,1,1,1.86,6.58,7.04,6.39,0,0,999,sa708971
Tyler Erwin,Orioles,0,0,6.1,0,1,0,1,1,1,0,1,1,1.84,5.28,6.23,6.39,0,0,999,sa918535
Isaac Castro,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.75,5.02,5.18,6.4,0,0,999,sa739472
Reggie Johnson,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.84,5.77,6.51,6.4,0,0,999,sa920301
Adonys Cardona,,0,0,6.13,0,1,0,1,1,1,0,1,1,1.93,6.03,7.65,6.4,0,0,999,sa599058
Jay Flaa,Orioles,0,0,6.2,0,1,0,1,1,1,0,1,1,1.82,7.2,6.85,6.4,0,0,999,sa875184
Jesse Estrada,,0,0,6.31,0,0,0,1,1,1,0,0,0,1.63,3.65,3.48,6.4,0,0,999,sa273164
Cody Sedlock,Orioles,0,0,6.39,0,0,0,1,1,1,0,1,1,1.76,4.66,4.93,6.4,0,0,999,sa874042
Andin Diaz,,0,0,5.96,0,1,0,1,1,1,0,1,1,1.99,5.89,8.18,6.4,0,0,999,sa658855
Christian James,Mets,0,0,6.33,0,0,0,1,1,1,0,1,1,1.87,5.05,6.44,6.4,0,0,999,sa918327
Ty Damron,Athletics,0,0,6.29,0,1,0,1,1,1,0,1,1,1.84,5.31,6.3,6.4,0,0,999,sa738284
Clate Schmidt,Tigers,0,0,6.33,0,1,0,1,1,1,0,1,1,1.85,4.95,6.1,6.4,0,0,999,sa659047
Alexis Ruiz,,0,0,6.37,0,1,0,1,1,1,0,1,1,1.75,4.69,4.99,6.4,0,0,999,sa869881
Nelson Leon,Mets,0,0,6.31,0,0,0,1,1,1,0,1,1,1.83,4.59,5.92,6.4,0,0,999,sa828241
Lauro Ramirez,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.76,4.7,5.23,6.4,0,0,999,sa508538
Matias Carrillo,,0,0,6.21,0,1,0,1,1,1,0,1,1,1.78,4.64,5.42,6.4,0,0,999,sa393223
Zack Tillery,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.88,6.23,7.17,6.4,0,0,999,sa829060
Jesus Barraza,,0,0,6.21,0,1,0,1,1,1,0,1,1,1.72,5.59,5.36,6.4,0,0,999,sa504962
Roger Santana,Pirates,0,0,6.42,0,0,0,1,1,1,0,0,1,1.91,4.28,6.31,6.41,0,0,999,sa872562
Jared Wilson,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.78,5.28,5.55,6.41,0,0,999,sa658993
Braxton Lorenzini,,0,0,6.24,0,1,0,1,1,1,0,1,1,1.88,6.05,7.07,6.41,0,0,999,sa876106
Junior Morillo,,0,0,6.32,0,0,0,1,1,1,0,0,1,1.74,4.39,4.85,6.41,0,0,999,sa506282
Luis Rosario,,0,0,6.38,0,0,0,1,1,1,0,0,1,1.75,4.24,4.89,6.41,0,0,999,sa827956
Alejandro Castro,Mets,0,0,6.17,0,1,0,1,1,1,0,1,1,1.93,5.47,7.3,6.41,0,0,999,sa878067
Freisis Adames,Brewers,0,0,6.41,0,0,0,1,1,1,0,1,1,1.85,5.05,6.08,6.41,0,0,999,sa916725
Rogelio Bernal,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.86,5.73,6.69,6.41,0,0,999,sa914044
Jake Greenwalt,Giants,0,0,6.32,0,0,0,1,1,1,0,0,1,1.86,4.4,6.31,6.41,0,0,999,sa918545
Brian Bayliss,Royals,0,0,6.34,0,1,0,1,1,1,0,1,1,1.84,5.14,6.25,6.41,0,0,999,sa875774
Cody Hamlin,Yankees,0,0,6.22,0,1,0,1,1,1,0,1,1,1.8,5.48,5.82,6.41,0,0,999,sa877932
Michael Kraft,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.87,6.1,6.95,6.42,0,0,999,sa827379
Francisco Cordova,,0,0,6.4,0,0,0,1,1,1,0,0,0,1.68,3.93,3.97,6.42,0,0,999,sa254785
Breiling Eusebio,Rockies,0,0,6.48,0,0,0,1,1,1,0,1,1,1.83,5.15,5.73,6.42,0,0,999,sa828552
Adrian Navas,Rays,0,0,6.26,0,0,0,1,1,1,0,1,1,1.71,5.41,5.28,6.42,0,0,999,sa735851
Jordan Romano,Blue Jays,0,0,6.34,0,0,0,1,1,1,0,1,1,1.67,5.87,4.94,6.42,0,0,999,sa829155
Sal Mendez,Rangers,0,0,6.34,0,0,0,1,1,1,0,0,1,1.82,4.48,5.59,6.42,0,0,999,sa739012
Ismel Lopez,Rangers,0,0,6.29,0,1,0,1,1,1,0,1,1,1.93,5.69,7.26,6.42,0,0,999,sa828485
Juan Hernandez,Diamondbacks,0,0,6.43,0,0,0,1,1,1,0,1,1,1.84,4.99,6.09,6.42,0,0,999,sa917316
Pedro Zorrilla,Diamondbacks,0,0,6.34,0,0,0,1,1,1,0,0,1,1.81,4.04,5.48,6.42,0,0,999,sa917665
Danny Garcia,Mariners,0,0,6.22,0,0,0,1,1,1,0,0,1,1.69,4.44,4.57,6.42,0,0,999,sa872723
Eddie Campbell,Mariners,0,0,6.19,0,0,0,1,1,1,0,1,1,1.81,5.39,6.15,6.42,0,0,999,sa550195
Alvaro Seijas,Cardinals,0,0,6.44,0,0,0,1,1,1,0,1,1,1.86,4.66,6,6.42,0,0,999,sa861440
Denyi Reyes,Red Sox,0,0,6.35,0,1,0,1,1,1,0,1,1,1.77,4.82,5.44,6.42,0,0,999,sa872864
Christian Binford,Orioles,0,0,6.27,0,0,0,1,1,1,0,1,0,1.53,5.82,3.39,6.42,0,0,999,sa599309
Michael Horejsei,White Sox,0,0,6.12,0,1,0,1,1,1,0,1,1,1.85,6.06,6.73,6.42,0,0,999,sa918460
Edwin Uceta,Dodgers,0,0,6.27,0,0,0,1,1,1,0,1,1,1.76,4.98,5.47,6.42,0,0,999,sa921576
Shane Dawson,Blue Jays,0,0,6.22,0,0,0,1,1,1,0,1,0,1.64,5.11,4.41,6.43,0,0,999,sa658332
Rony Bautista,,0,0,6.16,0,0,0,1,1,1,0,1,1,1.89,6.32,7.33,6.43,0,0,999,sa550732
Jhonatan German,Nationals,0,0,6.34,0,0,0,1,1,1,0,1,1,1.9,5.08,6.69,6.43,0,0,999,sa883710
Steven De La Cruz,,0,0,6.26,0,1,0,1,1,1,0,1,1,1.83,6.29,6.68,6.43,0,0,999,sa831915
Evan Hill,Tigers,0,0,6.16,0,1,0,1,1,1,0,1,1,1.92,6.02,7.42,6.43,0,0,999,sa856272
Luis Morales,,0,0,6.31,0,1,0,1,1,1,0,1,1,1.85,5.37,6.41,6.43,0,0,999,sa546523
Henry Garcia,,0,0,6.25,0,0,0,1,1,1,0,0,1,1.75,4.14,4.95,6.43,0,0,999,sa733543
Felix Taveras,Nationals,0,0,6.17,0,1,0,1,1,1,0,1,1,1.96,6.24,7.94,6.43,0,0,999,sa872777
Carlos Balboa,,0,0,6.4,0,0,0,1,1,1,0,1,1,1.74,5.03,5.07,6.43,0,0,999,sa742180
Joaquin De La Cruz,Brewers,0,0,6.44,0,0,0,1,1,1,0,1,1,1.89,5.11,6.44,6.44,0,0,999,sa739539
Shane Sawczak,Marlins,0,0,6.04,0,1,0,1,1,1,0,1,1,1.93,6.31,7.93,6.44,0,0,999,sa918400
Steven Farinaro,Cardinals,0,0,6.4,0,0,0,1,1,1,0,1,1,1.82,4.5,5.63,6.44,0,0,999,sa737934
Gavin Glanz,,0,0,6.39,0,0,0,1,1,1,0,1,1,1.84,4.66,5.92,6.44,0,0,999,sa829368
M.T. Minacci,Cubs,0,0,6.11,0,1,0,1,1,1,0,1,1,1.97,5.26,7.7,6.44,0,0,999,sa738207
Jared Oliver,Red Sox,0,0,6.33,0,1,0,1,1,1,0,1,1,1.91,6.28,7.46,6.44,0,0,999,sa918600
Deyni Olivero,Diamondbacks,0,0,6.44,0,0,0,1,1,1,0,0,1,1.9,4.21,6.37,6.44,0,0,999,sa917869
